production_budget_usd,worldwide_gross_usd
5000000,2368937
5000000,6858208
5000000,10727536
5000000,2080693
5000000,1526697
5000000,8655397
5000000,1050861
5000000,989319
5000000,851690
5000000,894030
5000000,648183
5000000,407488
5000000,1075009
5000000,353480
5000000,927074
5000000,249204
5000000,2015004
5000000,332120
5000000,5476793
5000000,143273
5000000,143658
5000000,282687
5000000,121016
5000000,99147
5000000,96760
5000000,67505
5000000,861325
5000000,584499
5000000,83356
5000000,8297
5000000,7556
5000000,213164
4900000,12826031
4900000,17536004
4900000,7174984
4900000,23347461
4900000,6924321
4500000,242895809
4500000,47923795
4500000,27092880
4500000,13417292
4500000,25344490
4500000,10609321
4500000,10400000
4500000,18019834
4500000,7011317
4500000,7389233
4500000,3500000
4500000,12247682
4500000,5428387
4500000,1500000
4500000,7510877
4500000,9330465
4500000,713413
4500000,2404639
4500000,1022649
4500000,281447
4500000,23471871
4500000,1217307
4500000,1027760
4500000,4548505
4500000,2481925
4500000,92723
4500000,51957
4500000,32961
4500000,8000366
4500000,11774
4400000,163281275
4400000,36145695
4300000,39374600
4300000,10158355
4300000,9791282
4300000,10212403
4200000,5835247
4200000,33913542
4200000,8078683
4200000,101740
4030000,2542264
4000000,109492484
4000000,87400000
4000000,62546695
4000000,117085297
4000000,38251425
4000000,53401938
4000000,36000000
4000000,49800000
4000000,43766463
4000000,57273049
4000000,21750000
4000000,36275469
4000000,20516795
4000000,21206861
4000000,22373378
4000000,25448707
4000000,15000000
4000000,14400000
4000000,14237880
4000000,13000774
4000000,27786849
4000000,11972798
4000000,11704768
4000000,18332244
4000000,10904495
4000000,40103262
4000000,10097096
4000000,9821335
4000000,1989035
4000000,1919197
4000000,1983596
4000000,973613
4000000,800000
4000000,4230426
4000000,2665322
4000000,563711
4000000,399793
4000000,1158877
4000000,373375
4000000,354704
4000000,302204
4000000,384244
4000000,267972
4000000,185577
4000000,953314
4000000,596335
4000000,4854356
4000000,146402
4000000,797439
4000000,38899792
4000000,120016
4000000,75078
4000000,64359
4000000,34145
4000000,679482
4000000,760678
4000000,17639
4000000,12836
4000000,47552
4000000,978527
4000000,4327
3900000,390525192
3900000,28350000
3900000,9000000
3800000,23689877
3800000,41914
3800000,340930
3800000,14873
3800000,21976
3768785,8000000
3750000,1178175
3750000,8607693
3750000,2089072
3750000,44462
3716946,5000000
3700000,2956000
3700000,13447998
3700000,3355048
3600000,44796329
3600000,320896
3600000,3868
3500000,83453539
3500000,81600000
3500000,261249383
3500000,95292744
3500000,27731527
3500000,3293258
3500000,3415542
3500000,890303
3500000,886410
3500000,2611750
3500000,615816
3500000,5706638
3500000,221096
3500000,182695
3500000,113783
3500000,96793
3500000,29233
3500000,1396395
3500000,9871
3450000,18309793
3400000,133276359
3400000,31063038
3400000,20433227
3400000,4124277
3400000,493905
3400000,11182908
3400000,12636
3300000,39948445
3300000,12405473
3300000,32059295
3300000,5422740
3300000,19875
3250000,20640209
3250000,6965361
3250000,34114067
3250000,7680
3200000,33396740
3200000,18285560
3200000,8000000
3200000,14441158
3200000,14314407
3200000,5526942
3200000,2834485
3200000,690872
3180000,10822901
3100000,71558971
3000000,141600000
3000000,177512032
3000000,73986904
3000000,91266581
3000000,124900000
3000000,87727807
3000000,38236338
3000000,33300000
3000000,32653000
3000000,27274150
3000000,55193251
3000000,27788649
3000000,58240487
3000000,21163999
3000000,21042017
3000000,20123742
3000000,19472057
3000000,19184820
3000000,24600000
3000000,22500687
3000000,17570324
3000000,17489009
3000000,68452128
3000000,15935068
3000000,7301115
3000000,6879730
3000000,7777790
3000000,5732587
3000000,11322573
3000000,4638314
3000000,4417983
3000000,5837111
3000000,30438635
3000000,4142507
3000000,4109095
3000000,11218621
3000000,4566662
3000000,4006061
3000000,3902679
3000000,4002884
3000000,3660880
3000000,3705923
3000000,7445044
3000000,3076820
3000000,2962051
3000000,11537539
3000000,3237452
3000000,5746453
3000000,2503392
3000000,2255000
3000000,1887554
3000000,4495262
3000000,10051516
3000000,1324299
3000000,6226386
3000000,834953
3000000,772366
3000000,533235
3000000,12577401
3000000,5922292
3000000,351416
3000000,421404
3000000,295493
3000000,252726
3000000,242623
3000000,1022453
3000000,223652
3000000,163069
3000000,142356
3000000,133411
3000000,115879
3000000,95204
3000000,78948
3000000,101773
3000000,39852
3000000,483938
3000000,156362
3000000,5073
3000000,4655
2931000,4100000
2900000,263591415
2900000,17006158
2900000,5000000
2900000,3127472
2900000,172867
2686000,6600000
2650000,16556
2627000,5363000
2600000,119500000
2600000,32980880
2600000,15298355
2600000,3305831
2600000,3292333
2600000,564474
2540000,7235585
2500000,50700000
2500000,59922558
2500000,33349941
2500000,32327255
2500000,36028802
2500000,34557416
2500000,25533818
2500000,14400000
2500000,13881317
2500000,12300000
2500000,10000000
2500000,6916951
2500000,6402593
2500000,5691852
2500000,23287379
2500000,4934356
2500000,2013052
2500000,1687548
2500000,1269705
2500000,3838486
2500000,549632
2500000,12267275
2500000,497195
2500000,593933
2500000,174255
2500000,118666
2500000,507446
2500000,100280
2500000,108907
2500000,72260
2500000,1392649
2500000,9598
2450000,182358
2400000,5691854
2400000,1420418
2400000,500296
2380000,8739576
2361000,3500000
2300000,14628921
2300000,11000000
2300000,574838
2300000,59696
2300000,29384
2289247,84300000
2280000,83320832
2250000,36690067
2200000,41158757
2200000,21930418
2200000,388390
2000000,18344729
2000000,18016290
2000000,23236296
2000000,14348020
2000000,13129846
2000000,16610760
2000000,20741000
2000000,81197047
2000000,17187434
2000000,9250000
2000000,9172000
2000000,7800000
2000000,7600000
2000000,7369373
2000000,17400005
2000000,7756617
2000000,16131551
2000000,6049171
2000000,8685632
2000000,11295324
2000000,5941994
2000000,11217346
2000000,20883834
2000000,21087760
2000000,9505996
2000000,15396525
2000000,7799257
2000000,4000000
2000000,9615464
2000000,10153415
2000000,6225304
2000000,10672492
2000000,12388296
2000000,2791973
2000000,3438804
2000000,2469510
2000000,2303792
2000000,13912289
2000000,2077844
2000000,2022893
2000000,2001124
2000000,1985292
2000000,11263263
2000000,1660865
2000000,2419669
2000000,2279959
2000000,1433319
2000000,2088390
2000000,1152411
2000000,2175587
2000000,1869928
2000000,7482387
2000000,1720833
2000000,691880
2000000,1075504
2000000,636706
2000000,539961
2000000,1663296
2000000,466106
2000000,2350641
2000000,304602
2000000,759504
2000000,205298
2000000,134624
2000000,121807
2000000,2226603
2000000,102645
2000000,72544
2000000,72277
2000000,2046090
2000000,76654
2000000,2009644
2000000,37227
2000000,6328516
2000000,35312
2000000,30955
2000000,22836
2000000,21000
2000000,17896
2000000,12667
1987650,21270290
1900000,28317378
1900000,4600000
1900000,5617067
1900000,7785229
1900000,1445140
1900000,478595
1900000,4581937
1900000,740932
1900000,10137234
1900000,139317
1800000,70165900
1800000,25886530
1800000,25504513
1800000,23265132
1800000,9234599
1800000,8800000
1800000,8006845
1800000,6800000
1800000,5849791
1800000,3050934
1800000,842693
1800000,783733
1800000,1322161
1800000,673
1780000,1341064
1750000,22879194
1750000,634803
1750000,1278471
1700000,42137871
1700000,23271741
1700000,9700000
1700000,15517886
1700000,2507159
1700000,2891228
1700000,9696537
1700000,4727375
1700000,661221
1650000,30500000
1644000,4000000
1600000,6026908
1600000,5400000
1600000,4420000
1600000,2595644
1600000,14253760
1600000,419428
1600000,145382
1600000,129319
1600000,2627795
1600000,868081
1600000,3264
1500000,2082980
1500000,2730877
1500000,12412889
1500000,1541131
1500000,922727
1500000,1126258
1500000,510957
1500000,418953
1500000,1840248
1500000,414404
1500000,1703434
1500000,372239
1500000,194568
1500000,184705
1500000,240396
1500000,173066
1500000,1605139
1500000,212209
1500000,139084
1500000,176262
1500000,119841
1500000,113169
1500000,172569
1500000,52429
1500000,31916
1500000,2105
1488000,184925486
1455000,2620000
1400000,4787818
1400000,5179176
1400000,5552584
1400000,1261792
1400000,1945420
1400000,56073
1400000,1632
1350000,28356188
1305000,909000
1300000,5273000
1300000,1649338
1300000,749741
1300000,1005840
1300000,635305
1300000,609042
1300000,288751
1300000,210904
1300000,329621
1300000,90213
1300000,54665
1300000,1738663
1288000,6002370
1250000,21722776
1250000,11000000
1250000,4700000
1250000,5403771
1250000,2940411
1250000,2500000
1200000,103880027
1200000,36741667
1200000,4254
1150000,63777092
1125000,18673274
1125000,414736
1100000,21445820
1100000,29005064
1100000,24051852
1100000,9297407
1100000,1436000
1100000,1355728
1100000,247740
1100000,2751844
1100000,56491
1100000,81371
1100000,2636
1070000,5348767
1039000,10511866
1000000,225000000
1000000,101759490
1000000,37600000
1000000,64364198
1000000,53365925
1000000,26887177
1000000,42411721
1000000,17985000
1000000,59567035
1000000,14575148
1000000,14662703
1000000,15943081
1000000,10037390
1000000,16566240
1000000,16553163
1000000,9000000
1000000,9000000
1000000,16434588
1000000,7800000
1000000,12931420
1000000,9617402
1000000,11495204
1000000,16173879
1000000,5391992
1000000,5797192
1000000,5892466
1000000,4731944
1000000,5839322
1000000,3465703
1000000,3324070
1000000,5438911
1000000,3553253
1000000,6030129
1000000,3575308
1000000,2315026
1000000,2022442
1000000,1849392
1000000,1355079
1000000,1615787
1000000,1492895
1000000,2684207
1000000,1087521
1000000,4013841
1000000,852206
1000000,1471090
1000000,1425707
1000000,1156309
1000000,113433
1000000,101531
1000000,96734
1000000,63014
1000000,1549000
1000000,51587
1000000,43756
1000000,22434
1000000,21210
1000000,17127
1000000,15156
1000000,12996
1000000,11574
1000000,844377
1000000,101053
1000000,26822
1000000,6870
1000000,5494
1000000,3700
1000000,1036
1000000,884
1000000,703
989000,8158
950000,8267066
950000,814666
950000,289789
930000,30905
916000,6188421
910000,9600000
900000,17549645
900000,9097072
900000,11993156
900000,2019874
900000,958978
900000,381420
900000,102812
900000,7396
900000,413733
880000,75636047
858000,268000000
850000,1386088
850000,865708
850000,442638
780000,1310470
777000,140000000
750000,7712436
750000,5520368
750000,4422318
750000,940936
750000,1011535
750000,89609
750000,47329
750000,229250
750000,814801
747000,44566
730000,8000000
700000,11768371
700000,4857731
700000,4911725
700000,1140965
700000,1110511
700000,10508
672000,10000650
658000,23800000
650000,2301777
650000,171962
650000,113279
650000,28176
650000,1447
609000,3202000
600000,248300000
600000,34698275
600000,20000000
600000,4300000
600000,173599
600000,42557
600000,23616
600000,85343
600000,3301
560000,1626784
560000,3709
558000,900000
550000,59754601
550000,5269990
550000,9111
500000,33473297
500000,31559560
500000,55518641
500000,17000000
500000,9387581
500000,9470209
500000,3824868
500000,3177636
500000,2047570
500000,1250798
500000,1131261
500000,1971479
500000,1167524
500000,1111615
500000,1027228
500000,1348750
500000,407100
500000,367582
500000,1822
500000,1778
500000,528
450000,194183034
450000,2712293
450000,4243996
450000,450349
450000,1297745
450000,42503
450000,22623
450000,13486
439000,2281000
430000,2938000
425000,581304
425000,25733825
425000,12604
420000,437002
400000,46122713
400000,5028948
400000,2797199
400000,1600566
400000,655538
400000,1162014
400000,433588
400000,126387
400000,89134
400000,44452
400000,31425
400000,423
379000,4358000
375000,29400000
375000,617172
350000,10000000
350000,4000000
350000,1772979
350000,310891
350000,84689
350000,9118
325000,70274000
325000,2500000
323000,1373407
312000,1788168
300000,7808524
270000,830700
250000,23894000
250000,15155095
250000,4613482
250000,3934450
250000,3809226
250000,3728400
250000,2477155
250000,1157672
250000,1366235
250000,8969065
250000,743216
250000,203134
250000,191862
250000,178095
250000,67665
250000,62375
250000,51540
250000,237816
250000,284174
250000,21147
250000,18823
250000,20628
245000,22000000
240000,7484
230000,2703762
225000,1109276
225000,1032075
225000,1611592
210000,5000000
200000,25000000
200000,99750000
200000,8000000
200000,6618578
200000,3527522
200000,2430735
200000,2000000
200000,1161843
200000,1165996
200000,439651
200000,236806
200000,212989
200000,174682
200000,162605
200000,140016
200000,346106
200000,44701
200000,52443
200000,7033
200000,6260
200000,3648
200000,1217
160000,32092
150000,15200000
150000,23151277
150000,3270128
150000,110719
150000,7193
150000,5858
140000,26572439
140000,6706368
135000,429448
134000,8000000
120000,3090593
114000,30087064
110000,11000000
103000,16137
100000,41656474
100000,10243159
100000,7097971
100000,5228617
100000,3000000
100000,6121582
100000,2769782
100000,287000
100000,110536
100000,59424
100000,20056
100000,1358
87000,3100000
79000,234286
75000,8799
70000,30312
70000,4930
68000,4678513
68000,33598
66000,4594221
66000,602920
65000,22233808
60000,4917
50000,10426506
50000,2335352
50000,424149
50000,406299
50000,8374
46000,48363
42000,342722
40000,277233
